business_name,phone_e164,city,category,demo_url,message
Northwoods Plumbing & Heating Ltd,+16046764363,Vancouver,Plumber,https://jaggyai.github.io/bc-demos/vancouver/plumbers/northwoods-plumbing-heating-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Northwoods Plumbing & Heating Ltd a free demo: https://jaggyai.github.io/bc-demos/vancouver/plumbers/northwoods-plumbing-heating-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Basement Leak Vancouver,+16047168654,Vancouver,Construction company,https://jaggyai.github.io/bc-demos/vancouver/contractors/basement-leak-vancouver/,"Hi, it's Jag - I build websites for Vancouver businesses & built Basement Leak Vancouver a free demo: https://jaggyai.github.io/bc-demos/vancouver/contractors/basement-leak-vancouver/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
FabRenos Home Renovation,+16047296285,Vancouver,Remodeler,https://jaggyai.github.io/bc-demos/vancouver/interior-design/fabrenos-home-renovation/,"Hi, it's Jag - I build websites for Vancouver businesses & built FabRenos Home Renovation a free demo: https://jaggyai.github.io/bc-demos/vancouver/interior-design/fabrenos-home-renovation/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Zipfix,+16043225009,Vancouver,Handyman/Handywoman/Handyperson,https://jaggyai.github.io/bc-demos/vancouver/handyman/zipfix/,"Hi, it's Jag - I build websites for Vancouver businesses & built Zipfix a free demo: https://jaggyai.github.io/bc-demos/vancouver/handyman/zipfix/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Youwin Plumbing&Heating Ltd.,+17783258765,Vancouver,Plumber,https://jaggyai.github.io/bc-demos/vancouver/plumbers/youwin-plumbing-heating-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Youwin Plumbing&Heating Ltd. a free demo: https://jaggyai.github.io/bc-demos/vancouver/plumbers/youwin-plumbing-heating-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
International Plumbing & Electrical Supplied.,+16046881628,Vancouver,Appliance repair service,https://jaggyai.github.io/bc-demos/vancouver/local-business/international-plumbing-electrical-supplied/,"Hi, it's Jag - I build websites for Vancouver businesses & built International Plumbing & Electrical Supplied. a free demo: https://jaggyai.github.io/bc-demos/vancouver/local-business/international-plumbing-electrical-supplied/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Green Choice Plumbing & Heating Ltd,+16044647336,Vancouver,Plumber,https://jaggyai.github.io/bc-demos/vancouver/plumbers/green-choice-plumbing-heating-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Green Choice Plumbing & Heating Ltd a free demo: https://jaggyai.github.io/bc-demos/vancouver/plumbers/green-choice-plumbing-heating-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
A.M. Home Renovations & Repairs,+17782421119,Vancouver,General contractor,https://jaggyai.github.io/bc-demos/vancouver/contractors/a-m-home-renovations-repairs/,"Hi, it's Jag - I build websites for Vancouver businesses & built A.M. Home Renovations & Repairs a free demo: https://jaggyai.github.io/bc-demos/vancouver/contractors/a-m-home-renovations-repairs/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Hodgson Plumbing & Mechanical Ltd,+16048731841,Vancouver,Plumber,https://jaggyai.github.io/bc-demos/vancouver/plumbers/hodgson-plumbing-mechanical-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Hodgson Plumbing & Mechanical Ltd a free demo: https://jaggyai.github.io/bc-demos/vancouver/plumbers/hodgson-plumbing-mechanical-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Perimeter Drains Vancouver,+16047216574,Vancouver,Plumber,https://jaggyai.github.io/bc-demos/vancouver/plumbers/perimeter-drains-vancouver/,"Hi, it's Jag - I build websites for Vancouver businesses & built Perimeter Drains Vancouver a free demo: https://jaggyai.github.io/bc-demos/vancouver/plumbers/perimeter-drains-vancouver/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Sunbright Electrical,+17783890652,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/sunbright-electrical/,"Hi, it's Jag - I build websites for Vancouver businesses & built Sunbright Electrical a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/sunbright-electrical/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Voltix Electric LTD,+17782405821,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/voltix-electric-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Voltix Electric LTD a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/voltix-electric-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Skylight Electric Ltd .,+16045005193,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/skylight-electric-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Skylight Electric Ltd . a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/skylight-electric-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
A.M.S. Electrical Services Ltd.,+16047889843,Vancouver,Electrical installation service,https://jaggyai.github.io/bc-demos/vancouver/electricians/a-m-s-electrical-services-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built A.M.S. Electrical Services Ltd. a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/a-m-s-electrical-services-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Kitsilano Electrician ( Liv Electric),+16048073129,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/kitsilano-electrician-liv-electric/,"Hi, it's Jag - I build websites for Vancouver businesses & built Kitsilano Electrician ( Liv Electric) a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/kitsilano-electrician-liv-electric/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Clay Electric Ltd,+16047328544,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/clay-electric-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Clay Electric Ltd a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/clay-electric-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
D.G.T. Electric,+16047861484,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/d-g-t-electric/,"Hi, it's Jag - I build websites for Vancouver businesses & built D.G.T. Electric a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/d-g-t-electric/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Forte Electric Ltd.,+12368691363,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/forte-electric-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Forte Electric Ltd. a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/forte-electric-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Kittany contractor LTD,+17788989063,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/kittany-contractor-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Kittany contractor LTD a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/kittany-contractor-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
XPT Electric Company 经验电工,+16045186215,Vancouver,Electrical installation service,https://jaggyai.github.io/bc-demos/vancouver/electricians/xpt-electric-company/,"Hi, it's Jag - I build websites for Vancouver businesses & built XPT Electric Company 经验电工 a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/xpt-electric-company/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
EVOLV ELECTRIC,+16043051100,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/evolv-electric/,"Hi, it's Jag - I build websites for Vancouver businesses & built EVOLV ELECTRIC a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/evolv-electric/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Rogue Handbags Electrical,+17789010958,Vancouver,Bag shop,https://jaggyai.github.io/bc-demos/vancouver/local-business/rogue-handbags-electrical/,"Hi, it's Jag - I build websites for Vancouver businesses & built Rogue Handbags Electrical a free demo: https://jaggyai.github.io/bc-demos/vancouver/local-business/rogue-handbags-electrical/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
AZ Drywall Experts,+17786501965,Vancouver,Painting,https://jaggyai.github.io/bc-demos/vancouver/drywall/az-drywall-experts/,"Hi, it's Jag - I build websites for Vancouver businesses & built AZ Drywall Experts a free demo: https://jaggyai.github.io/bc-demos/vancouver/drywall/az-drywall-experts/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Albin Electric,+17783819767,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/albin-electric/,"Hi, it's Jag - I build websites for Vancouver businesses & built Albin Electric a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/albin-electric/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
West Coast Electrical,+16043998495,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/west-coast-electrical/,"Hi, it's Jag - I build websites for Vancouver businesses & built West Coast Electrical a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/west-coast-electrical/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Bridge Electric Corporation,+16048726671,Vancouver,Auto electrical service,https://jaggyai.github.io/bc-demos/vancouver/electricians/bridge-electric-corporation/,"Hi, it's Jag - I build websites for Vancouver businesses & built Bridge Electric Corporation a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/bridge-electric-corporation/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Michel Electric Scooters,+12892368470,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/michel-electric-scooters/,"Hi, it's Jag - I build websites for Vancouver businesses & built Michel Electric Scooters a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/michel-electric-scooters/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Generous Home Care Electrical,+13252414398,Vancouver,Home help,https://jaggyai.github.io/bc-demos/vancouver/handyman/generous-home-care-electrical/,"Hi, it's Jag - I build websites for Vancouver businesses & built Generous Home Care Electrical a free demo: https://jaggyai.github.io/bc-demos/vancouver/handyman/generous-home-care-electrical/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Orbis Engineering Field Services Ltd,+16046841432,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/orbis-engineering-field-services-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Orbis Engineering Field Services Ltd a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/orbis-engineering-field-services-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
Vancouver Neolite Ltd,+16048728168,Vancouver,Electrician,https://jaggyai.github.io/bc-demos/vancouver/electricians/vancouver-neolite-ltd/,"Hi, it's Jag - I build websites for Vancouver businesses & built Vancouver Neolite Ltd a free demo: https://jaggyai.github.io/bc-demos/vancouver/electricians/vancouver-neolite-ltd/ Already has your info on it. Reply if you'd like it live on your own domain. Txt STOP to opt out."
